timeOpen,residuals
2023-04-12,-99.13920879368456
2023-04-13,-30.8381393061145
2023-04-14,-166.95108157441075
2023-04-15,-99.75185049123648
2023-04-16,-75.97908499725953
2023-04-17,-352.6668628389726
2023-04-18,163.51359160919492
2023-04-19,381.06807625949807
2023-04-20,228.50693308099974
2023-04-21,-375.2388551363571
2023-04-22,-1.3173977472497018
2023-04-23,218.4277714854496
2023-04-24,-286.0150397281307
2023-04-25,114.38806461775154
2023-04-26,-33.410114954691714
2023-04-27,134.92104906463925
2023-04-28,474.6912371408819
2023-04-29,-172.63546367218035
2023-04-30,-553.1832415948253
2023-05-01,82.19799289130579
2023-05-02,-680.1383485535129
2023-05-03,-284.7487508778833
2023-05-04,161.04690078714864
2023-05-05,-311.16417769914983
2023-05-06,-377.31515965191704
2023-05-07,138.57838435851016
2023-05-08,109.22622889779353
2023-05-09,67.29364732821072
2023-05-10,-444.85159122812854
2023-05-11,514.1756604742457
2023-05-12,398.2490953632008
2023-05-13,30.071318379765813
2023-05-14,-162.7007711713795
2023-05-15,-217.304181905796
2023-05-16,-97.19917008884389
2023-05-17,120.82399305432791
2023-05-18,-41.56218909600375
2023-05-19,1.1434584021427816
2023-05-20,1401.5974898211457
2023-05-21,36.550636591164725
2023-05-22,262.65434086654807
2023-05-23,-48.09564557939639
2023-05-24,-194.61041080913674
2023-05-25,-164.7832650285933
2023-05-26,-113.82046525361929
2023-05-27,122.41430529657607
2023-05-28,-321.44989958402255
2023-05-29,86.67498736779216
2023-05-30,97.80858338811618
2023-05-31,525.0381540688528
2023-06-01,325.9510353598314
2023-06-02,-65.53608491290551
2023-06-03,171.68587359661765
2023-06-04,186.74342019303046
2023-06-05,512.8988637785495
2023-06-06,-257.9255605917521
2023-06-07,234.99359636364196
2023-06-08,247.55780457591808
2023-06-09,-70.1127590647858
2023-06-10,-282.6206015142137
2023-06-11,348.5561189063662
2023-06-12,-3.43125200312398
2023-06-13,-329.91485525356137
2023-06-14,85.36184560747348
2023-06-15,124.30439916631434
2023-06-16,-1851.260791036753
2023-06-17,36.737876983849375
2023-06-18,47.18138518795592
2023-06-19,188.12714880163455
2023-06-20,-135.2251297929118
2023-06-21,35.17464444257685
2023-06-22,-32.272166951277185
2023-06-23,-24.480332056539332
2023-06-24,-30.18586601269248
2023-06-25,115.20837674396937
2023-06-26,-56.112010955223596
2023-06-27,-145.07865145156674
2023-06-28,-177.52157190514103
2023-06-29,-289.91564400700133
2023-06-30,317.6422560648281
2023-07-01,-50.59145511013927
2023-07-02,-146.84466838781154
2023-07-03,333.5855723373068
2023-07-04,261.7091026386168
2023-07-05,129.0102397484014
2023-07-06,1268.0281754620546
2023-07-07,-416.6293383717604
2023-07-08,44.566908071633634
2023-07-09,784.3020969026612
2023-07-10,297.18612311943576
2023-07-11,-228.63318406681194
2023-07-12,50.04154398559636
2023-07-13,596.1481977843905
2023-07-14,-81.22810736615376
2023-07-15,-10.344299042961582
2023-07-16,-1808.6575773099812
2023-07-17,282.69136756592843
2023-07-18,6.0364779688326315
2023-07-19,-198.82274547467406
2023-07-20,984.5677935234338
2023-07-21,368.85535643869287
2023-07-22,60.9079511208503
2023-07-23,12.04502736798506
2023-07-24,-612.5148253459951
2023-07-25,-358.1614995651668
2023-07-26,69.96980879994732
2023-07-27,-143.29803595308047
2023-07-28,-340.6629647824213
2023-07-29,-38.70575955871784
2023-07-30,188.0602517080905
2023-07-31,-204.95730199452592
2023-08-01,53.12247095492923
2023-08-02,-169.65100968928184
2023-08-03,32.391277579709005
2023-08-04,-8.858970915617789
2023-08-05,1146.4769985874896
2023-08-06,99.1979621350281
2023-08-07,173.67542627876034
2023-08-08,-106.67888931424069
2023-08-09,-590.1182341798135
2023-08-10,527.0421424639007
2023-08-11,-873.1603834614712
2023-08-12,1331.5410889610703
2023-08-13,-180.84764678064246
2023-08-14,-405.03881470680346
2023-08-15,-395.78215531570993
2023-08-16,254.9760615951148
2023-08-17,-70.10512336639886
2023-08-18,175.99620609687543
2023-08-19,800.1322596778792
2023-08-20,-155.19084634918147
2023-08-21,-24.903293550450066
2023-08-22,-32.02375895140191
2023-08-23,-713.3913041013636
2023-08-24,277.2150462190964
2023-08-25,-1323.5865874526419
2023-08-26,-367.94937558951506
2023-08-27,469.5921750396165
2023-08-28,-790.6276945422069
2023-08-29,-673.8911215733292
2023-08-30,-474.97860552835164
2023-08-31,-105.7683101849604
2023-09-01,-966.1101376383397
2023-09-02,69.99687150017118
2023-09-03,-324.9148050545283
2023-09-04,-10.10934322513953
2023-09-05,71.93470803403089
2023-09-06,-102.47851070723516
2023-09-07,252.30862006707275
2023-09-08,-22.84890124353305
2023-09-09,-39.446616642008905
2023-09-10,-379.72292088050693
2023-09-11,525.547074644609
2023-09-12,473.26072687871573
2023-09-13,180.44363814552986
2023-09-14,431.6991458351354
2023-09-15,99.1181205062074
2023-09-16,-118.81004185037263
2023-09-17,88.4468173443035
2023-09-18,-115.60113713928318
2023-09-19,139.34144545814254
2023-09-20,172.9039534899208
2023-09-21,197.72679038299694
2023-09-22,154.7135549590326
2023-09-23,-874.9969749037605
2023-09-24,-833.1321275336996
2023-09-25,-97.52718386764809
2023-09-26,205.52364583956472
2023-09-27,-293.02769736462585
2023-09-28,82.97545351228726
2023-09-29,-172.45826630687867
2023-09-30,-144.2172777121041
2023-10-01,-172.17839250249614
2023-10-02,-39.44478415604809
2023-10-03,151.29095176101904
2023-10-04,105.66675288272216
2023-10-05,93.16331010883503
2023-10-06,222.87871196193464
2023-10-07,140.8240176972287
2023-10-08,-165.87270208998723
2023-10-09,-280.8946550618118
2023-10-10,-203.22770599828453
2023-10-11,-98.04123013298835
2023-10-12,-177.28836219518305
2023-10-13,-698.1262272851372
