Youtuber,subscribers,video views,video count,category,started,username,Youtube Url,Audience Country,Avg. Likes,Avg. Comments,ID
DisneyMusicVEVO,30100000,24693346235,1771,Music,2010,DisneyMusicVEVO,http://youtube.com/channel/UCgwv23FVv3lqh567yagXfNg,United States,661.0,30.0,UCgwv23FVv3lqh567yagXfNg
Saregama Music,29700000,12147894890,5718,Entertainment,2013,SongsOfIndianCinema,http://youtube.com/channel/UC_A7K2dXFsTMAciGmnNxy-Q,India,814.0,43.0,UC_A7K2dXFsTMAciGmnNxy-Q
Spinnin' Records,29600000,20075386002,10826,Music,2007,SpinninRec,http://youtube.com/channel/UCpDJl2EmP7Oh90Vylx0dZtA,United States,2100.0,70.0,UCpDJl2EmP7Oh90Vylx0dZtA
rezendeevil,29600000,12599347383,11571,Gaming,2012,rezendeevil,http://youtube.com/channel/UCbTVTephX30ZhQF5zwFppBg,Brazil,32299.0,604.0,UCbTVTephX30ZhQF5zwFppBg
jacksepticeye,28600000,15485608801,4988,Gaming,2007,jacksepticeye,http://youtube.com/channel/UCYzPXprvl5Y-Sf0g4vX-m6g,United States,117400.0,4800.0,UCYzPXprvl5Y-Sf0g4vX-m6g
Worldwide Records Bhojpuri,28600000,14501468946,5927,Music,2012,WWRBhojpuri,http://youtube.com/channel/UCbomPUMyPHCgrqD5iYnzj1A,India,1500.0,102.0,UCbomPUMyPHCgrqD5iYnzj1A
Ultra Music,28600000,16201384834,4665,Music,2006,UltraRecords,http://youtube.com/channel/UC4rasfm9J-X4jNl9SvXp8xA,United States,821.0,38.0,UC4rasfm9J-X4jNl9SvXp8xA
Zee News,26700000,12175851183,144314,News & Politics,2007,zeenews,http://youtube.com/channel/UCIvaYmXn910QMdemBG3v1pQ,India,537.0,38.0,UCIvaYmXn910QMdemBG3v1pQ
Wiz Khalifa,26400000,12528940373,598,Music,2008,taylorgangent,http://youtube.com/channel/UCVp3nfGRxmMadNDuVbJSk8A,United States,14600.0,835.0,UCVp3nfGRxmMadNDuVbJSk8A
DanTDM,26200000,18809615646,3603,Gaming,2012,TheDiamondMinecart,http://youtube.com/channel/UCS5Oz6CHmeoF7vSad0qqXfw,United States,63300.0,5000.0,UCS5Oz6CHmeoF7vSad0qqXfw
Aditya Music,26100000,22661822099,19992,Music,2008,adityamusic,http://youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ,India,1200.0,23.0,UCNApqoVYJbYSrni4YsbXzyQ
Lucas and Marcus,26100000,7942766503,968,Entertainment,2011,TwiNboTzVids,http://youtube.com/channel/UCwD4x63A9KC7Si2RuSfg-SA,United States,28200.0,1300.0,UCwD4x63A9KC7Si2RuSfg-SA
WORLDSTARHIPHOP,25900000,19426357466,6259,Music,2008,WorldStarHipHopTV,http://youtube.com/channel/UC-yXuc1__OzjwpsJPlxYUCQ,United States,1700.0,176.0,UC-yXuc1__OzjwpsJPlxYUCQ
VanossGaming,25700000,14907579962,1581,Gaming,2011,VanossGaming,http://youtube.com/channel/UCKqH_9mk1waLgBiL2vT5b9g,United States,59000.0,594.0,UCKqH_9mk1waLgBiL2vT5b9g
LosPolinesios,25600000,7086413849,725,People & Blogs,2012,LosPolinesios,http://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A,Mexico,66500.0,3300.0,UCs8qka8tfhdc69wzXYdtZ3A
Renato Garcia,25400000,6901320769,3648,Entertainment,2011,xSkyHeLLxx,http://youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w,Brazil,113700.0,1700.0,UChMJkHCD2wdvSO7CMOuLR-w
Smosh,25000000,10184035967,1366,Comedy,2005,smosh,http://youtube.com/channel/UCY30JRSgfhYXA6i6xX1erWg,United States,17300.0,558.0,UCY30JRSgfhYXA6i6xX1erWg
Jess No Limit,24700000,3060187306,1914,Entertainment,2017,Jess No Limit,http://youtube.com/channel/UCvh1at6xpV1ytYOAzxmqUsA,Indonesia,15100.0,1200.0,UCvh1at6xpV1ytYOAzxmqUsA
WatchMojo.com,24600000,15650528115,22492,Music,2007,WatchMojo,http://youtube.com/channel/UCaWd5_7JhbQBe4dknZhsHJg,United States,2100.0,268.0,UCaWd5_7JhbQBe4dknZhsHJg
David Guetta,24300000,15959928823,633,Music,2009,davidguettavevo,http://youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg,Brazil,7000.0,286.0,UC1l7wYrva1qCH-wgqcHaaRg
Netflix,24300000,5678834326,5650,Entertainment,2012,NewOnNetflix,http://youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw,United States,12100.0,421.0,UCWOA1ZGywLbqmigxE4Qlvuw
Raffy Tulfo in Action,23900000,12797189774,8755,News & Politics,2016,Raffy Tulfo in Action,http://youtube.com/channel/UCxhygwqQ1ZMoBGQM2yEcNug,Philippines,10900.0,1100.0,UCxhygwqQ1ZMoBGQM2yEcNug
James Charles,23900000,3687600020,406,Entertainment,2015,James Charles,http://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q,United States,50300.0,1800.0,UCucot-Zp428OwkyRm2I7v2Q
Ninja,23900000,2447087199,1418,Gaming,2011,NinjasHyper,http://youtube.com/channel/UCAW-NpUFkMyCNrvRSSGIvDQ,United States,9800.0,645.0,UCAW-NpUFkMyCNrvRSSGIvDQ
Coldplay,23500000,15078170011,347,Music,2010,ColdplayVEVO,http://youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw,United States,3800.0,90.0,UCDPM_n1atn2ijUwHd0NNRQw
TRANS7 OFFICIAL,23300000,12454676964,78951,Entertainment,2014,TRANS7indonesia,http://youtube.com/channel/UC24_Z2L-8Ki183AI9zJJzNQ,Indonesia,80.0,8.0,UC24_Z2L-8Ki183AI9zJJzNQ
Mister Max,23100000,14762469807,1046,People & Blogs,2014,Mister Max,http://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg,Russia,45400.0,719.0,UC_8PAD0Qmi6_gpe77S1Atgg
NickyJamTV,23100000,15050718616,328,Music,2012,NickyJamTV,http://youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ,Colombia,6900.0,268.0,UCpb_iJuhFe8V6rQdbNqfAlQ
netd müzik,22800000,50658927334,20482,Music,2014,netdmuzikk,http://youtube.com/channel/UCR5wZcXtOUka8jTA57flzMg,Turkey,311.0,54.0,UCR5wZcXtOUka8jTA57flzMg
Jelly,22800000,14239994409,5667,Gaming,2014,JellyYT,http://youtube.com/channel/UC0DZmkupLYwc0yDsfocLh0A,United States,9600.0,357.0,UC0DZmkupLYwc0yDsfocLh0A
Miss Katy,22300000,13424354473,990,People & Blogs,2014,Miss Katy,http://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg,Russia,25400.0,925.0,UCcartHVtvAUzfajflyeT_Gg
Frost Diamond,22300000,5357578673,2191,Gaming,2014,Frost Diamond,http://youtube.com/channel/UC4hGmH5sABOA70D4fGb8qNQ,Indonesia,35000.0,1600.0,UC4hGmH5sABOA70D4fGb8qNQ
