username,Youtube Url,Name,Category,Audience Country,Subscribers,Avg. Views,Avg. Likes,Avg. Comments
TheGrefg,http://youtube.com/channel/UCCEmjNPpJYhGDgaEqeeA4HA,TheGrefg,AnimationVideo games,Spain,17600000,1200000,101600.0,1200.0
SCTVIndonesia,http://youtube.com/channel/UC_vsErcsq56hOscPHkG-aVw,SCTV,Music & DanceMovies,Indonesia,17600000,13400,293.0,12.0
rsiammusic,http://youtube.com/channel/UCLcCpNY-zaL3vEERD5rh5Ew,RsiamMusic : อาร์สยาม,Music & Dance,Thailand,17500000,9200,216.0,12.0
ThePoznavatel,http://youtube.com/channel/UCXTMoE1XgvxN4iCt5-gZzCw,Познаватель,ToysDIY & Life Hacks,Russia,17500000,3800000,57700.0,2600.0
portadosfundos,http://youtube.com/channel/UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,MoviesAnimation,Brazil,17300000,745700,78600.0,1500.0
SebastianYatra,http://youtube.com/channel/UCssFxr-IdIa-wpG3jUXYrmw,Sebastián Yatra,Music & Dance,Colombia,17300000,16700,1300.0,19.0
RobleisIUTU,http://youtube.com/channel/UCG8eSYvOQUpb9HM8zU5d6xg,RobleisIUTU,MoviesAnimation,Argentina,17300000,935600,55000.0,1100.0
officialpsy,http://youtube.com/channel/UCrDkAvwZum-UTjHmzDI2iIw,officialpsy,Music & Dance,United States,17300000,282000,14400.0,566.0
Willyrex,http://youtube.com/channel/UC8rNKrqBxJqL9izOOMxBJtw,Willyrex,Video games,Mexico,17100000,142800,8900.0,118.0
TEDEducation,http://youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA,TED-Ed,Science & Technology,United States,17100000,338600,15100.0,710.0
HowToBasic,http://youtube.com/channel/UCR4s1DE9J4DHzZYXMltSMAg,HowToBasic,Food & Drinks,United States,17100000,679800,45900.0,3500.0
grammygoldofficia,http://youtube.com/channel/UCFWsjsN53Sqvg2pWhSFmWBQ,Grammy Gold Official,Music & Dance,Thailand,17100000,15300,540.0,14.0
musicalrmastv,http://youtube.com/channel/UCVrstuGnHjpUXr9G98wwKow,الـريماس - Al-Remas,Music & Dance,Iraq,16900000,196300,4600.0,257.0
JasonDerulo,http://youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,Music & Dance,United States,16800000,51300,3400.0,61.0
Rafa & Luiz,http://youtube.com/channel/UC6paX0kLA8D81aYogceMufw,Rafa & Luiz,Video games,Brazil,16700000,553000,34500.0,856.0
Tu COSMOPOLIS,http://youtube.com/channel/UCo4ywJQXfUIB0lCBpczW3cA,Tu COSMOPOLIS,News & Politics,Mexico,16700000,99100,7600.0,751.0
Jane ASMR 제인,http://youtube.com/channel/UC2fsxQr6Hcx1enORxXgKpxQ,Jane ASMR 제인,Daily vlogs,United States,16700000,381000,7000.0,378.0
jquintanac5,http://youtube.com/channel/UCq_oSgHK9lk6NUUgkhUOPnw,DeToxoMoroxo,MoviesAnimation,Mexico,16700000,480300,19700.0,6200.0
AnittaOficial,http://youtube.com/channel/UCqjjyPUghDSSKFBABM_CXMw,Anitta,Music & Dance,Brazil,16700000,36000,3600.0,118.0
Triggered Insaan,http://youtube.com/channel/UCfLuT3JwLx8rvHjHfTymekw,Triggered Insaan,Humor,India,16500000,7000000,759000.0,41300.0
TheBrianMaps,http://youtube.com/channel/UCyJrhZm9KXrzRub3-wD2zWg,TheBrianMaps,Video gamesHumor,Russia,16500000,3200000,255400.0,13300.0
iberethenorio,http://youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Manual do Mundo,Science & Technology,Brazil,16399999,375800,44600.0,594.0
monstafluffmusicTV,http://youtube.com/channel/UCNqFDjYTexJDET3rPDrmJKg,7clouds,Music & Dance,United States,16300000,131500,2400.0,142.0
zbingzbing,http://youtube.com/channel/UC5zGJZpxeZPFcds5gFcDE7Q,zbing z.,AnimationVideo games,Thailand,16300000,608100,18700.0,741.0
ppextras,http://youtube.com/channel/UCY8LnVxm0Hf7DKPKuLPxb2g,ExtraPolinesios,Daily vlogs,Mexico,16300000,54200,4300.0,59.0
Antrax,http://youtube.com/channel/UCNbwP-bKUlKrE_5qDwvFILQ,Antrax,Video games,Mexico,16100000,1600000,95200.0,5700.0
tanboy kun,http://youtube.com/channel/UC8rHUssNDJ9YEjfduAqJBmw,tanboy kun,Music & Dance,Indonesia,16100000,1700000,57500.0,2300.0
queenofficial,http://youtube.com/channel/UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,Music & DanceMovies,United States,16100000,167100,9200.0,345.0
Dhar Mann,http://youtube.com/channel/UC_hK9fOxyy_TM8FJGXIyG8Q,Dhar Mann,Health & Self Help,United States,16100000,5900000,121400.0,6700.0
SOMOY TV,http://youtube.com/channel/UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,Daily vlogs,Bangladesh,16100000,7700,163.0,10.0
MatthewPatrick13,http://youtube.com/channel/UCo_IB5145EVNcf8hw1Kku7w,The Game Theorists,Science & Technology,United States,16000000,1900000,113100.0,6600.0
Camila Cabello,http://youtube.com/channel/UCio_FVgKVgqcHrRiXDpnqbw,Camila Cabello,Music & DanceMovies,United States,15900000,323800,19700.0,749.0
TRANSTVofficial,http://youtube.com/channel/UCIohHXwCEKxWCLvAguJ-GjA,TRANS TV Official,Music & Dance,Indonesia,15900000,970,13.0,1.0
Sourav Joshi Vlogs,http://youtube.com/channel/UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,Daily vlogs,India,15900000,5600000,524100.0,14700.0
DopeLyrics,http://youtube.com/channel/UCvR2R7j218tzejtTsb_X6Rw,DopeLyrics,Music & Dance,United States,15900000,12400,408.0,49.0
boyceavenue,http://youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg,Boyce Avenue,Music & Dance,Brazil,15900000,209900,5900.0,181.0
failarmy,http://youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA,FailArmy,AnimationHumor,United States,15900000,2100000,19600.0,592.0
Aayu and Pihu Show,http://youtube.com/channel/UCFcBAGR0drI3F15EhMFjuTg,Aayu and Pihu Show,MoviesHumor,India,15900000,3800000,91500.0,2300.0
marquesbrownlee,http://youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,Science & Technology,United States,15900000,2000000,93700.0,5400.0
vice,http://youtube.com/channel/UCn8zNIfYAQNdrFRrr8oibKw,VICE,News & Politics,United States,15900000,409700,7800.0,1400.0
Kaykai Salaider,http://youtube.com/channel/UCdLGCJcIGu5ExzYN6CXtkIw,Kaykai Salaider,MoviesHumor,Thailand,15900000,1000000,62100.0,1800.0
movieclipsTRAILERS,http://youtube.com/channel/UCi8e0iOVk1fEOogdfu4YgfA,Movieclips Trailers,MoviesAnimation,United States,15700000,61200,1000.0,82.0
MegatoadStonie,http://youtube.com/channel/UCd1fLoVFooPeWqCEYVUJZqg,Matt Stonie,Food & Drinks,United States,15700000,2100000,122500.0,1200.0
PitbullMusic,http://youtube.com/channel/UCv8nzwVPQDRjkPCkEsOdEwA,Pitbull,Music & Dance,United States,15700000,82900,4100.0,285.0
Ivana Alawi,http://youtube.com/channel/UCypeLkg3Ne5-LIyiB41b1GQ,Ivana Alawi,Daily vlogs,Philippines,15700000,4300000,203800.0,6600.0
AMARINTV : อมรินทร์ทีวี,http://youtube.com/channel/UCzMoibQRslh_1bTuW0YXc6A,AMARINTV : อมรินทร์ทีวี,News & Politics,Thailand,15700000,9300,118.0,11.0
Sidemen,http://youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,Video gamesHumor,United Kingdom,15600000,7900000,366100.0,11000.0
Dyland PROS,http://youtube.com/channel/UCXdmo_q4SawYMz-dmeKEHPQ,Dyland PROS,MoviesAnimation,Indonesia,15500000,65300,4100.0,265.0
popchartbusters,http://youtube.com/channel/UCzL6rJhkoXkIt0fCv9T9_uA,Pop Chartbusters,Music & Dance,India,15500000,11900,422.0,73.0
RomanAtwoodVlogs,http://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw,Roman Atwood Vlogs,MoviesHumor,United States,15500000,384900,19100.0,1100.0
AdMe,http://youtube.com/channel/UCuVpbMt4yu4I9eAey3khnGg,AdMe,Animation,Russia,15500000,32700,1200.0,62.0
OGatoGalactico,http://youtube.com/channel/UCbt4SegZBQLeXMTMvnrfZtw,Gato Galactico | GALÁXIA,Animation,Brazil,15400000,90800,4000.0,98.0
Sidhu Moose Wala,http://youtube.com/channel/UC9ChdqQRCaZmTCwSJ49tcbw,Sidhu Moose Wala,Music & Dance,India,15400000,33800000,3500000.0,1700000.0
wifistudy,http://youtube.com/channel/UCuWuAvEnKWez5BUr29VpwqA,wifistudy,Education,India,15300000,7700,533.0,11.0
RCTI - LAYAR DRAMA INDONESIA,http://youtube.com/channel/UCzTsWuCdVP_vehWyGwPcS3Q,RCTI - LAYAR DRAMA INDONESIA,Music & DanceMovies,Indonesia,15300000,24700,394.0,24.0
CamiloMusicaVideo,http://youtube.com/channel/UCw0aKHSGFGyrnMeVnHeYMyw,Camilo,Music & Dance,Colombia,15300000,161700,9000.0,126.0
News24page,http://youtube.com/channel/UCuzS3rPQAYqHcLWqOFuY0pw,News24,News & Politics,India,15300000,6900,106.0,9.0
Kerajinan 5-Menit,http://youtube.com/channel/UClIYfCAhMAlacxT0e_sl1uA,Kerajinan 5-Menit,Music & Dance,Indonesia,15100000,21800,212.0,10.0
TheRichest,http://youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w,TheRichest,News & Politics,United States,15100000,21300,813.0,89.0
T3DDYgames,http://youtube.com/channel/UC5mZsx_OVnc4XmG9rWU2p3A,T3ddy,Daily vlogs,Brazil,15100000,854500,92500.0,2600.0
ntvru,http://youtube.com/channel/UCsA_vkmuyIRlYYXeJueyIJQ,НТВ,News & Politics,Russia,15000000,82300,901.0,216.0
ranziscool,http://youtube.com/channel/UCdAt_KUKt0g9ZRQ7gwKaN3A,Ranz Kyle,Humor,Philippines,14900000,647500,25700.0,706.0
TalkingFriends,http://youtube.com/channel/UCDCNmuaOXOo25Yn4mbMHhhQ,Talking Tom & Friends,AnimationHumor,United States,14900000,386500,3100.0,
popskids,http://youtube.com/channel/UC5ezaYrzZpyItPSRG27MLpg,POPS Kids,Animation,Indonesia,14900000,2300,15.0,
Makiman131,http://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA,Makiman131,MoviesAnimation,Spain,14900000,330900,21400.0,576.0
kwebbelkop,http://youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A,Kwebbelkop,AnimationVideo games,United States,14900000,99800,2600.0,145.0
hejproducao,http://youtube.com/channel/UCfLTxnQboSLcoSakgONmukQ,Henrique e Juliano,Music & Dance,Brazil,14900000,60800,2700.0,37.0
RiotGamesInc,http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,MoviesAnimation,United States,14900000,539100,24600.0,1100.0
LEGO,http://youtube.com/channel/UCP-Ng5SXUEt0VE-TXqRdL6g,LEGO,Animation,United States,14900000,25900,433.0,
Lachlan,http://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,Video games,United States,14900000,667300,27900.0,1100.0
Niana Guerrero,http://youtube.com/channel/UCLysbxhOO_JPOPgcsPCMb8w,Niana Guerrero,Music & DanceHumor,Philippines,14700000,478200,18900.0,547.0
laharimusic,http://youtube.com/channel/UCnSqxrSfo1sK4WZ7nBpYW1Q,Lahari Music | T-Series,Music & Dance,India,14700000,11400,301.0,8.0
LinusTechTips,http://youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,Science & Technology,United States,14700000,1400000,60800.0,3100.0
iTownGamePlay,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA,iTownGamePlay *Terror&Diversión*,News & Politics,Mexico,14700000,342200,11800.0,538.0
GMMTVSPOTLIKE,http://youtube.com/channel/UC8BzJM6_VbZTdiNLD4R1jxQ,GMMTV OFFICIAL​​,Music & DanceMovies,Thailand,14700000,26300,631.0,19.0
majorlazer,http://youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q,Major Lazer Official,Music & DanceMovies,United States,14700000,0,,
mkmusicnews,http://youtube.com/channel/UCbVwJCxsVbmaP1PFmbGQDeQ,MK MUSIC,Music & Dance,Brazil,14700000,27000,1300.0,79.0
LEGENDA FUNK,http://youtube.com/channel/UCgO5cJ4sL1um054gGYusjiA,LEGENDA FUNK,Music & DanceAnimation,Brazil,14700000,7000,371.0,11.0
Alejo Igoa,http://youtube.com/channel/UCZs0WwC0Dn_noiQE2BHSTKg,Alejo Igoa,DIY & Life Hacks,Argentina,14600000,7500000,173500.0,9200.0
XpressTV,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA,XpressTV,Science & Technology,Mexico,14500000,1900000,50200.0,725.0
Daftar Populer,http://youtube.com/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,Daftar Populer,News & Politics,Indonesia,14500000,96600,2300.0,221.0
ndtvindia,http://youtube.com/channel/UC9CYT9gSNLevX5ey2_6CK0Q,NDTV India,News & Politics,India,14500000,18700,477.0,58.0
Bizarrap,http://youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,Bizarrap,Music & DanceMovies,Argentina,14500000,0,,
MattyBRaps,http://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw,MattyBRaps,Music & DanceMovies,United States,14500000,1600000,7800.0,
jemproducoes,http://youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w,Jorge & Mateus Oficial,Music & Dance,Brazil,14500000,32900,3600.0,79.0
Drawblogs,http://youtube.com/channel/UCkuPobJMx7DPUdwlVo1TFfA,Drawblogs,MoviesAnimation,Mexico,14500000,160600,3900.0,141.0
collegehumor,http://youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g,CollegeHumor,MoviesHumor,United States,14500000,628700,35100.0,1100.0
MonsieurDream,http://youtube.com/channel/UCyWqModMQlbIo8274Wh_ZsQ,Cyprien,MoviesAnimation,France,14500000,2300000,215000.0,11200.0
chadwildclay,http://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg,Chad Wild Clay,MoviesHumor,United States,14500000,2100000,40700.0,6300.0
Mobile Legends: Bang Bang Official,http://youtube.com/channel/UCqmld-BIYME2i_ooRTo1EOg,Mobile Legends: Bang Bang Official,MoviesAnimation,Indonesia,14500000,177100,2500.0,26.0
bbchindi,http://youtube.com/channel/UCN7B-QD0Qgn2boVH5Q0pOWg,BBC News Hindi,News & Politics,India,14400000,162200,,345.0
Arif muhammad,http://youtube.com/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,Arif muhammad,Music & DanceMovies,Indonesia,14300000,2900000,83900.0,2700.0
thairathonline,http://youtube.com/channel/UCrFDdD-EE05N7gjwZho2wqw,Thairath Online,News & Politics,Thailand,14300000,17100,219.0,23.0
News18 India,http://youtube.com/channel/UCPP3etACgdUWvizcES1dJ8Q,News18 India,News & Politics,India,14300000,6000,82.0,5.0
MartinGarrix,http://youtube.com/channel/UC5H_KXkPbEsGs0tFt8R35mA,Martin Garrix,Music & Dance,United States,14300000,46400,1800.0,97.0
alanalan9635,http://youtube.com/channel/UCbp9MyKCTEww4CxEzc_Tp0Q,Stokes Twins,Video gamesHumor,United States,14300000,13700000,567400.0,29500.0
BollywoodClassics,http://youtube.com/channel/UCZ_OLiS7DkyCg89eV_qQMoQ,Bollywood Classics,Music & Dance,India,14300000,10800,182.0,8.0
TeamFilmsBhojpuri,http://youtube.com/channel/UCB4SvelHl4qjFSNYfxhp-SQ,Team Films Bhojpuri,Music & DanceMovies,India,14300000,21200,476.0,55.0
MrBeast Shorts,http://youtube.com/channel/UC4-79UOlP48-QNGgCko5p2g,MrBeast Shorts,Daily vlogs,United States,14300000,11400000,836500.0,3800.0
Genierock,http://youtube.com/channel/UCs2t9DlvAuyTBkvk2djGZKw,Genierock,Music & Dance,Thailand,14300000,51200,918.0,57.0
OfficialTrapCity,http://youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA,Trap City,Music & Dance,United States,14300000,31700,1700.0,72.0
narendramodionline,http://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw,NMF News,News & Politics,India,14300000,14800,325.0,34.0
Technoblade,http://youtube.com/channel/UCFAiFyGs6oDiF1Nf-rRJpZA,Technoblade,Video games,United States,14200000,67500000,7600000.0,1300000.0
Zach King,http://youtube.com/channel/UCq8DICunczvLuJJq414110A,Zach King,MoviesHumor,United States,14100000,475900,29000.0,849.0
TWICE,http://youtube.com/channel/UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,Music & DanceMovies,Philippines,14100000,1200000,95500.0,819.0
#Refugio Mental,http://youtube.com/channel/UCgQRN9EO5ksPZjs7EasIftQ,#Refugio Mental,Movies,Argentina,14100000,527600,5700.0,83.0
inventonahoratv,http://youtube.com/channel/UCR3vcUrhFUdzagng58ueI2w,Invento na Hora,AnimationHumor,Brazil,14100000,1100000,134300.0,1900.0
camilaloures,http://youtube.com/channel/UCvuJTWl_peL49CUfF2EAbyg,Camila Loures,MoviesHumor,Brazil,14100000,304900,24800.0,417.0
pognalishow,http://youtube.com/channel/UCwipTluVS2mjuhPtx2WU7eQ,Дима Масленников,Video games,Russia,14100000,4500000,402000.0,13100.0
CNN,http://youtube.com/channel/UCupvZG-5ko_eiXAupbDfxWw,CNN,Music & DanceAnimation,United States,14100000,203600,3300.0,3300.0
F2Freestylers,http://youtube.com/channel/UCKvn9VBLAiLiYL4FFJHri6g,F2Freestylers - Ultimate Soccer Skills Channel,Sports,United Kingdom,14100000,425400,17000.0,513.0
MasterskayaNastroeny,http://youtube.com/channel/UCRW3VLiVep5Ud4Ovhj2eUyA,Мастерская Настроения,MoviesVideo games,Russia,14100000,323500,8100.0,150.0
Zach Choi ASMR,http://youtube.com/channel/UCI78AdiI6f7VKhqW1i4B3Rw,Zach Choi ASMR,Daily vlogs,United States,14100000,840600,34900.0,1300.0
TheABSCBNNews,http://youtube.com/channel/UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,News & Politics,Philippines,13900000,4300,44.0,4.0
Daily Dose Of Internet,http://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw,Daily Dose Of Internet,Animals & Pets,United States,13900000,5900000,273800.0,8900.0
Unspeakable,http://youtube.com/channel/UCwIWAbIeu0xI0ReKWOcw3eg,Unspeakable,Video gamesHumor,United States,13900000,6500000,86400.0,6300.0
zeefilmimusic,http://youtube.com/channel/UCLWCv3y3FK1pqEbe_yzilsw,Zee Music Classic,Music & Dance,India,13900000,45300,599.0,23.0
Doc Tops,http://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg,Doc Tops,Animation,Mexico,13900000,793500,36300.0,529.0
AM3NlC,http://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ,AM3NlC,Food & Drinks,Brazil,13900000,210200,24600.0,362.0
NikkieTutorials,http://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q,NikkieTutorials,Design/artBeauty,United States,13900000,347700,23000.0,1100.0
DM - Desi Melodies,http://youtube.com/channel/UC783dnzJqf2ghHp_pFLYbGA,DM - Desi Melodies,Music & Dance,India,13900000,316100,5700.0,136.0
UFC,http://youtube.com/channel/UCvgfXK4nTYKudb0rFR6noLA,UFC - Ultimate Fighting Championship,Sports,United States,13900000,106700,2400.0,347.0
mispastelitosyoutub,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg,Mis Pastelitos,Food & Drinks,Mexico,13900000,1200000,35000.0,2000.0
Kuplinov ► Play,http://youtube.com/channel/UCdKuE7a2QZeHPhDntXVZ91w,Kuplinov ► Play,Video games,Russia,13700000,1900000,147500.0,3700.0
ChallengeAcceptedInc,http://youtube.com/channel/UCzYfz8uibvnB7Yc1LjePi4g,Aphmau,AnimationVideo games,United States,13700000,3600000,76900.0,4400.0
WWWengie,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g,Wengie,DIY & Life Hacks,United States,13700000,67000,3800.0,107.0
EdisonPts,http://youtube.com/channel/UCrpt82vHWIWZSHtNQxncPrg,EdisonPts,Video games,Russia,13700000,1800000,130400.0,6400.0
vetealaversha,http://youtube.com/channel/UCmyIMuo8zRYgLshDff0vLuw,Darkar Company Studios,AnimationVideo games,Mexico,13700000,0,,
MAIKI021,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA,MAIKI021,MoviesAnimation,Brazil,13700000,19600,3300.0,96.0
LIV Crime,http://youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ,LIV Crime,Daily vlogs,India,13700000,316700,3100.0,84.0
NOBRU,http://youtube.com/channel/UCqWmLengIKFXRjuL1YyXNSg,NOBRU,Video gamesToys,Brazil,13700000,359700,40000.0,358.0
RosannaPansino,http://youtube.com/channel/UCjwmbv6NE4mOh8Z8VhPUx1Q,Rosanna Pansino,DIY & Life Hacks,United States,13700000,1500000,28900.0,447.0
TazerCraft,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ,TazerCraft,MoviesAnimation,Brazil,13700000,451200,33300.0,710.0
Auron,http://youtube.com/channel/UCFR2oaNj02WnXkOgLH0iqOA,Auron,Video games,Mexico,13700000,1600000,107500.0,1800.0
MNCTVOfficial,http://youtube.com/channel/UC34xi8JB1AKSotPUKHywbaA,MNCTV OFFICIAL ,Music & Dance,Indonesia,13700000,5500,119.0,5.0
fcbarcelona,http://youtube.com/channel/UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,Sports,United States,13500000,130699,9700.0,328.0
Hongyu ASMR 홍유,http://youtube.com/channel/UCxtLc0Jqq3SKBWlIXM_OC9g,Hongyu ASMR 홍유,ASMR,United States,13500000,1700000,17600.0,492.0
crashcourse,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,Science & Technology,United States,13500000,27600,1300.0,34.0
Dan Rhodes,http://youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA,Dan Rhodes,AnimationToys,India,13500000,544700,54700.0,404.0
SrtaLynaV,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg,Lyna,MoviesAnimation,Mexico,13500000,405600,28600.0,2100.0
AzzyLand,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw,AzzyLand,Animation,United States,13400000,210700,7500.0,611.0
H2ODelirious,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw,H2ODelirious,AnimationVideo games,United States,13300000,137800,8300.0,251.0
FAPtivi,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA,FAPTV,AnimationHumor,United States,13300000,1400000,20700.0,353.0
Kim Loaiza,http://youtube.com/channel/UCgmUtgxaeaT6CSHc70AQMEg,Kim Loaiza,Music & Dance,Mexico,13300000,19000000,979100.0,67100.0
ABCNews,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,News & Politics,United States,13300000,6500,86.0,79.0
AtlanticVideos,http://youtube.com/channel/UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,Music & Dance,United States,13300000,0,,
MyMissAnand,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ,MyMissAnand,MoviesHumor,India,13300000,2300000,73100.0,
iloveindianmakeup,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ,Anaysa,MoviesHumor,India,13300000,535100,21400.0,1000.0
JD Pantoja,http://youtube.com/channel/UCrEsfMzcv3zFZkaSj8jsB2g,JD Pantoja,Music & Dance,Mexico,13200000,903700,127900.0,7900.0
Wish 107.5,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ,Wish 107.5,Music & Dance,Philippines,13200000,122600,3300.0,231.0
theRadBrad,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,Video games,United States,13100000,189500,10400.0,565.0
The LaBrant Fam,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ,The LaBrant Fam,Music & DanceHumor,United States,13100000,1300000,37300.0,
123 GO! Spanish,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA,123 GO! Spanish,Animation,Mexico,13100000,319900,4300.0,87.0
PrestonPlayz,http://youtube.com/channel/UCJZam2u1G0syq3kyqrCXrNw,PrestonPlayz,AnimationVideo games,United States,13100000,2200000,44500.0,2600.0
SRKASSAMESE,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA,SRK MUSIC,Music & Dance,India,13100000,45100,1800.0,83.0
djzoi0,http://youtube.com/channel/UChPa3fnlI3RKuzEbeEPKRFw,Everson Zoio,MoviesAnimation,Brazil,12900000,256600,36500.0,3100.0
MattSDance,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ,Matt Steffanina,Music & DanceMovies,United States,12900000,176700,8300.0,93.0
PozzitifonShow,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg,Поззи,Video games,Russia,12900000,732100,34500.0,1900.0
DALLMYD,http://youtube.com/channel/UCI4fHQkguBNW3SwTqmehzjw,DALLMYD,Mystery,United States,12900000,375000,17100.0,983.0
JDCav24,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-X™,FitnessHealth & Self Help,United States,12900000,307500,15300.0,760.0
NishaMadhulika,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg,NishaMadhulika,Food & Drinks,India,12900000,162100,4200.0,686.0
O Que Não Dizer Oficial,http://youtube.com/channel/UC19aAr6UojQesIVCBsXJGIw,O Que Não Dizer Oficial,MoviesAnimation,Brazil,12900000,426800,52900.0,522.0
twentyonepilots,http://youtube.com/channel/UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,Music & Dance,United States,12900000,14800,2300.0,65.0
typicalgamer,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,Video games,United States,12900000,489900,12400.0,355.0
Alex Gonzaga Official,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA,Alex Gonzaga Official,Music & DanceHumor,Philippines,12900000,2800000,111000.0,2100.0
RedeTVhdBrasil,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w,RedeTV,News & Politics,Brazil,12900000,2800,93.0,3.0
MstrJames,http://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ,Hacksmith,Video games,United States,12700000,284800,13400.0,225.0
Zeinab Harake,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA,Zeinab Harake,Daily vlogs,Philippines,12700000,3000000,219100.0,5300.0
#Refúgio Mental,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg,#Refúgio Mental,MoviesAnimation,Brazil,12700000,272000,6400.0,68.0
PowerfulJRE,http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,PowerfulJRE,Daily vlogs,United States,12700000,647500,16500.0,2300.0
01032010814,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g,TKOR,DIY & Life Hacks,United States,12700000,71600,2000.0,146.0
HusamYK,http://youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ,Katakit Baby TV,Music & Dance,Saudi Arabia,12700000,164700,1500.0,
einerdtv,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,MoviesAnimation,Brazil,12700000,293000,42700.0,1600.0
bbcnews,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA,BBC News,News & Politics,United Kingdom,12700000,115300,1600.0,1100.0
BUDI01 GAMING,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w,BUDI01 GAMING,MoviesAnimation,Indonesia,12700000,1500000,107400.0,6900.0
