1,10824,parallel
1,11441,fox
2,6041,parallel
2,11797,fox
4,3926,parallel
4,2012,fox
6,2452,parallel
6,1869,fox
8,2112,parallel
8,1652,fox
10,2133,parallel
10,953,fox
12,1983,parallel
12,1007,fox
14,1957,parallel
14,1029,fox
16,2061,parallel
16,900,fox
18,2103,parallel
18,818,fox
20,1963,parallel
20,868,fox
22,2021,parallel
22,847,fox
24,2124,parallel
24,843,fox
26,1968,parallel
26,842,fox
28,2150,parallel
28,894,fox
